Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Subcellular location [CC]	Gene ontology (cellular component)	Gene ontology (biological process)
Q6XQN6	PNCB_HUMAN	reviewed	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21) (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1)	NAPRT FHIP NAPRT1	Homo sapiens (Human)	538	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17604275}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]	NAD biosynthetic process [GO:0009435]; nicotinamide metabolic process [GO:0006769]; nicotinate nucleotide salvage [GO:0019358]; response to oxidative stress [GO:0006979]
Q6ZMW4	Q6ZMW4_HUMAN		Deleted.						
Q7Z5W8	Q7Z5W8_HUMAN	unreviewed	ACACA protein (Fragment)	ACACA	Homo sapiens (Human)	690			
Q6DKJ3	Q6DKJ3_HUMAN	unreviewed	Acetyl-coenzyme A synthetase (EC 6.2.1.1) (Fragment)	ACSS2	Homo sapiens (Human)	662			acetyl-CoA biosynthetic process from acetate [GO:0019427]
O95630	STABP_HUMAN	reviewed	STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM) (Endosome-associated ubiquitin isopeptidase)	STAMBP AMSH	Homo sapiens (Human)	424	SUBCELLULAR LOCATION: Nucleus. Membrane; Peripheral membrane protein. Cytoplasm. Early endosome.	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	JAK-STAT cascade [GO:0007259]; mitotic cytokinesis [GO:0000281]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of cell proliferation [GO:0008284]; protein deubiquitination [GO:0016579]
Q9Y333	LSM2_HUMAN	reviewed	U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (Small nuclear ribonuclear protein D homolog) (snRNP core Sm-like protein Sm-x5)	LSM2 C6orf28 G7B	Homo sapiens (Human)	95	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	catalytic step 2 spliceosome [GO:0071013]; cytoplasmic mRNA processing body [GO:0000932]; cytosol [GO:0005829]; Lsm1-7-Pat1 complex [GO:1990726]; nucleoplasm [GO:0005654]; precatalytic spliceosome [GO:0071011]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688]	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay [GO:0043928]; mRNA splicing, via spliceosome [GO:0000398]
Q1RMG2	Q1RMG2_HUMAN	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	AHCY	Homo sapiens (Human)	306			one-carbon metabolic process [GO:0006730]
Q96M27	PRRC1_HUMAN	reviewed	Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1)	PRRC1	Homo sapiens (Human)	445	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:15541471}.	Golgi apparatus [GO:0005794]	
Q8TBC4	UBA3_HUMAN	reviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.3.2.-) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	UBA3 UBE1C	Homo sapiens (Human)	463		cytosol [GO:0005829]; nucleus [GO:0005634]	cellular protein modification process [GO:0006464]; endomitotic cell cycle [GO:0007113]; negative regulation of transcription, DNA-templated [GO:0045892]; NIK/NF-kappaB signaling [GO:0038061]; protein neddylation [GO:0045116]; proteolysis [GO:0006508]; regulation of cell cycle [GO:0051726]
Q8TCM5	Q8TCM5_HUMAN	unreviewed	Putative uncharacterized protein DKFZp547H118 (Fragment)	DKFZp547H118	Homo sapiens (Human)	50			mRNA splicing, via spliceosome [GO:0000398]
O00410	IPO5_HUMAN	reviewed	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus, nucleolus. Note=Nucleus; nuclear rim. Found particularly in the nuclear rim and nucleolus.	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cellular response to amino acid stimulus [GO:0071230]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of protein import into nucleus [GO:0042307]; protein import into nucleus, docking [GO:0000059]; protein import into nucleus, translocation [GO:0000060]; ribosomal protein import into nucleus [GO:0006610]; viral process [GO:0016032]
Q9NT62	ATG3_HUMAN	reviewed	Ubiquitin-like-conjugating enzyme ATG3 (EC 6.3.2.-) (Autophagy-related protein 3) (APG3-like) (hApg3) (Protein PC3-96)	ATG3 APG3 APG3L	Homo sapiens (Human)	314	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11825910}.	cytoplasmic ubiquitin ligase complex [GO:0000153]; cytosol [GO:0005829]	autophagosome assembly [GO:0000045]; cellular protein modification process [GO:0006464]; macroautophagy [GO:0016236]; mitochondrial fragmentation involved in apoptotic process [GO:0043653]; mitophagy [GO:0000422]; nucleophagy [GO:0044804]; protein targeting to membrane [GO:0006612]; protein ubiquitination [GO:0016567]; regulation of cilium assembly [GO:1902017]
A0MZ66	SHOT1_HUMAN	reviewed	Shootin-1 (Shootin1)	SHTN1 KIAA1598	Homo sapiens (Human)	631	SUBCELLULAR LOCATION: Perikaryon {ECO:0000250|UniProtKB:Q8K2Q9}. Cell projection, axon {ECO:0000250|UniProtKB:Q8K2Q9}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q8K2Q9}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8K2Q9}. Cell projection, filopodium {ECO:0000250|UniProtKB:A0MZ67}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:A0MZ67}. Note=Localizes in multiple growth cones at neurite tips before the neuronal symmetry-breaking step. Accumulates in growth cones of a single nascent axon in a neurite length-dependent manner during the neuronal symmetry-breaking step; when absent from the nascent axon's siblings, probably due to competitive transport, prevents the formation of surplus axons. Transported anterogradely from the soma to the axon growth cone in an actin and myosin-dependent manner and passively diffuses back to the cell bodies. Colocalized with L1CAM in close apposition with actin filaments in filopodia and lamellipodia of axonal growth cones in hippocampal neurons. Exhibits retrograde movements in filopodia and lamellopodia of axonal growth cones. Colocalized with KIF20B along microtubules to the tip of the growing cone in primary hippocampal neurons. Recruted to the growth cone of developing axon in a KIF20B- and microtubule-dependent manner. {ECO:0000250|UniProtKB:A0MZ67, ECO:0000250|UniProtKB:Q8K2Q9}.	axon [GO:0030424]; axonal growth cone [GO:0044295]; cell-cell adherens junction [GO:0005913]; cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]	actin filament bundle retrograde transport [GO:0061573]; axonogenesis [GO:0007409]; Cdc42 protein signal transduction [GO:0032488]; cytoplasmic actin-based contraction involved in cell motility [GO:0060327]; endoplasmic reticulum polarization [GO:0061163]; netrin-activated signaling pathway [GO:0038007]; neuron projection morphogenesis [GO:0048812]; positive regulation of axon extension [GO:0045773]; positive regulation of neuron migration [GO:2001224]; Ras protein signal transduction [GO:0007265]; regulation of establishment of cell polarity [GO:2000114]; substrate-dependent cell migration, cell extension [GO:0006930]
P11021	GRP78_HUMAN	reviewed	78 kDa glucose-regulated protein (GRP-78) (Endoplasmic reticulum lumenal Ca(2+)-binding protein grp78) (Heat shock 70 kDa protein 5) (Immunoglobulin heavy chain-binding protein) (BiP)	HSPA5 GRP78	Homo sapiens (Human)	654	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen. Melanosome. Cytoplasm {ECO:0000250}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	cell-cell adherens junction [GO:0005913]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; focal adhesion [GO:0005925]; integral component of endoplasmic reticulum membrane [GO:0030176]; melanosome [GO:0042470]; membrane [GO:0016020]; midbody [GO:0030496]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]	activation of signaling protein activity involved in unfolded protein response [GO:0006987]; ATF6-mediated unfolded protein response [GO:0036500]; cellular response to antibiotic [GO:0071236]; cellular response to glucose starvation [GO:0042149]; cellular response to interleukin-4 [GO:0071353]; cellular response to manganese ion [GO:0071287]; cerebellar Purkinje cell layer development [GO:0021680]; cerebellum structural organization [GO:0021589]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER-associated ubiquitin-dependent protein catabolic process [GO:0030433]; ER overload response [GO:0006983]; IRE1-mediated unfolded protein response [GO:0036498]; maintenance of protein localization in endoplasmic reticulum [GO:0035437]; negative regulation of apoptotic process [GO:0043066]; negative regulation of protein homodimerization activity [GO:0090074]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of cell migration [GO:0030335]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; protein folding in endoplasmic reticulum [GO:0034975]; regulation of ATF6-mediated unfolded protein response [GO:1903891]; regulation of IRE1-mediated unfolded protein response [GO:1903894]; regulation of PERK-mediated unfolded protein response [GO:1903897]; regulation of protein folding in endoplasmic reticulum [GO:0060904]; substantia nigra development [GO:0021762]; toxin transport [GO:1901998]
P10809	CH60_HUMAN	reviewed	60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)	HSPD1 HSP60	Homo sapiens (Human)	573	SUBCELLULAR LOCATION: Mitochondrion matrix.	cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; coated vesicle [GO:0030135]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; lipopolysaccharide receptor complex [GO:0046696]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; protein complex [GO:0043234]; secretory granule [GO:0030141]	'de novo' protein folding [GO:0006458]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; B cell activation [GO:0042113]; B cell cytokine production [GO:0002368]; B cell proliferation [GO:0042100]; chaperone-mediated protein complex assembly [GO:0051131]; isotype switching to IgG isotypes [GO:0048291]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of apoptotic process [GO:0043066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage activation [GO:0043032]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell mediated immune response to tumor cell [GO:0002842]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; response to cold [GO:0009409]; response to unfolded protein [GO:0006986]; T cell activation [GO:0042110]; viral process [GO:0016032]
Q9H6Z4	RANB3_HUMAN	reviewed	Ran-binding protein 3 (RanBP3)	RANBP3	Homo sapiens (Human)	567	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19289081}. Nucleus {ECO:0000269|PubMed:19289081}.	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	intracellular transport [GO:0046907]; positive regulation of protein export from nucleus [GO:0046827]; protein transport [GO:0015031]
Q8N959	Q8N959_HUMAN	unreviewed	cDNA FLJ38330 fis, clone FCBBF3025280, highly similar to NDRG1 PROTEIN		Homo sapiens (Human)	323			mast cell activation [GO:0045576]; peripheral nervous system myelin maintenance [GO:0032287]; regulation of cell proliferation [GO:0042127]
P11310	ACADM_HUMAN	reviewed	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)	ACADM	Homo sapiens (Human)	421	SUBCELLULAR LOCATION: Mitochondrion matrix.	axon [GO:0030424]; extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	carnitine biosynthetic process [GO:0045329]; carnitine metabolic process, CoA-linked [GO:0019254]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; lipid homeostasis [GO:0055088]; medium-chain fatty acid catabolic process [GO:0051793]; medium-chain fatty acid metabolic process [GO:0051791]; oxidation-reduction process [GO:0055114]
O75874	IDHC_HUMAN	reviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 PICD	Homo sapiens (Human)	414	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10521434}. Peroxisome {ECO:0000269|PubMed:10521434}.	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]	2-oxoglutarate metabolic process [GO:0006103]; female gonad development [GO:0008585]; glutathione metabolic process [GO:0006749]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; NADPH regeneration [GO:0006740]; regulation of phospholipid biosynthetic process [GO:0071071]; regulation of phospholipid catabolic process [GO:0060696]; response to oxidative stress [GO:0006979]; response to steroid hormone [GO:0048545]; tricarboxylic acid cycle [GO:0006099]
O95294	RASL1_HUMAN	reviewed	RasGAP-activating-like protein 1 (RAS protein activator like 1) (Ras GTPase-activating-like protein)	RASAL1 RASAL	Homo sapiens (Human)	804		cytosol [GO:0005829]; intrinsic component of the cytoplasmic side of the plasma membrane [GO:0031235]	MAPK cascade [GO:0000165]; negative regulation of Ras protein signal transduction [GO:0046580]; positive regulation of dendrite extension [GO:1903861]; signal transduction [GO:0007165]
P10768	ESTD_HUMAN	reviewed	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56)	ESD	Homo sapiens (Human)	282	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasmic vesicle.	cytoplasmic, membrane-bounded vesicle [GO:0016023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]	formaldehyde catabolic process [GO:0046294]; glutathione derivative biosynthetic process [GO:1901687]
Q59FF0	Q59FF0_HUMAN	unreviewed	EBNA-2 co-activator variant (Fragment)		Homo sapiens (Human)	964		RISC complex [GO:0016442]	gene silencing by RNA [GO:0031047]
P52565	GDIR1_HUMAN	reviewed	Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha)	ARHGDIA GDIA1	Homo sapiens (Human)	204	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23434736}.	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]	movement of cell or subcellular component [GO:0006928]; negative regulation of apoptotic process [GO:0043066]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell adhesion [GO:0007162]; positive regulation of axonogenesis [GO:0050772]; regulation of actin cytoskeleton reorganization [GO:2000249]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]; semaphorin-plexin signaling pathway [GO:0071526]
Q9UJM0	Q9UJM0_HUMAN	unreviewed	Putative uncharacterized protein (Fragment)		Homo sapiens (Human)	116		intracellular [GO:0005622]	small GTPase mediated signal transduction [GO:0007264]
P17812	PYRG1_HUMAN	reviewed	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)	CTPS1 CTPS	Homo sapiens (Human)	591		cytosol [GO:0005829]; membrane [GO:0016020]	'de novo' CTP biosynthetic process [GO:0044210]; B cell proliferation [GO:0042100]; CTP biosynthetic process [GO:0006241]; glutamine metabolic process [GO:0006541]; nucleobase-containing compound metabolic process [GO:0006139]; nucleobase-containing small molecule interconversion [GO:0015949]; response to drug [GO:0042493]; T cell proliferation [GO:0042098]
Q13045	FLII_HUMAN	reviewed	Protein flightless-1 homolog	FLII FLIL	Homo sapiens (Human)	1269	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cell junction, focal adhesion {ECO:0000250}. Note=Colocalizes to actin-rich structures in blastocysts and, together with HRAS, RHOA and CDC42, in migrating fibroblasts. Localizes to centrosomes (By similarity). {ECO:0000250}.	brush border [GO:0005903]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; microtubule organizing center [GO:0005815]; nucleoplasm [GO:0005654]	actin cytoskeleton organization [GO:0030036]; actin filament severing [GO:0051014]; multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
